state,video,seq
0,MM_1,1890
0,MM_1,1900
0,MM_1,1910
0,MM_1,1920
0,MM_1,1930
0,MM_1,1940
0,MM_1,1950
0,MM_1,1960
0,MM_1,1970
0,MM_1,1980
0,MM_1,1990
0,MM_1,2000
0,MM_1,2010
0,MM_1,2020
0,MM_1,2030
0,MM_1,2040
0,MM_1,2050
0,MM_1,2060
0,MM_1,2070
0,MM_1,2080
0,MM_1,2090
0,MM_1,2100
0,MM_1,2110
0,MM_1,2120
0,MM_1,2130
0,MM_1,2140
0,MM_1,2150
0,MM_1,2160
0,MM_1,2170
0,MM_1,2180
0,MM_1,2190
0,MM_1,2200
0,MM_1,2210
0,MM_1,2220
0,MM_1,2230
0,MM_1,2240
0,MM_1,2250
0,MM_1,2260
0,MM_1,2270
0,MM_1,2280
0,MM_1,2290
0,MM_1,2300
0,MM_1,2310
0,MM_1,2320
0,MM_1,2330
0,MM_1,2340
0,MM_1,2350
0,MM_1,2360
0,MM_1,2370
0,MM_1,2380
0,MM_1,2390
0,MM_1,2400
0,MM_1,2410
0,MM_1,2420
0,MM_1,2430
0,MM_1,2440
0,MM_1,2450
0,MM_1,2460
0,MM_1,2470
0,MM_1,2480
0,MM_1,2490
0,MM_1,2500
0,MM_1,2510
0,MM_1,2520
0,MM_1,2530
0,MM_1,2540
0,MM_1,2550
0,MM_1,2560
0,MM_1,2570
0,MM_1,2580
0,MM_1,2590
0,MM_1,2600
0,MM_1,2610
0,MM_1,2620
0,MM_1,2630
0,MM_1,2640
0,MM_1,2650
0,MM_1,2660
0,MM_1,2670
0,MM_1,2680
0,MM_1,2690
0,MM_1,2700
0,MM_1,2710
0,MM_1,2720
0,MM_1,2730
0,MM_1,2740
0,MM_1,2750
0,MM_1,2760
0,MM_1,2770
0,MM_1,2780
0,MM_1,2790
0,MM_1,2800
0,MM_1,2810
0,MM_1,2820
0,MM_1,2830
0,MM_1,2840
0,MM_1,2850
0,MM_1,2860
0,MM_1,2870
0,MM_1,2880
0,MM_1,2890
0,MM_1,2900
0,MM_1,2910
0,MM_1,2920
0,MM_1,2930
0,MM_1,2940
0,MM_1,2950
0,MM_1,2960
0,MM_1,2970
0,MM_1,2980
0,MM_1,2990
0,MM_1,3000
0,MM_1,3010
0,MM_1,3020
0,MM_1,3030
0,MM_1,3040
0,MM_1,3050
0,MM_1,3060
0,MM_1,3070
0,MM_1,3080
0,MM_1,3090
0,MM_1,3100
0,MM_1,3110
0,MM_1,3120
0,MM_1,3130
0,MM_1,3140
0,MM_1,3150
0,MM_1,3160
0,MM_1,3170
0,MM_1,3180
0,MM_1,3190
0,MM_1,3200
0,MM_1,3210
0,MM_1,3220
0,MM_1,3230
0,MM_1,3240
0,MM_1,3250
0,MM_1,3260
0,MM_1,3270
0,MM_1,3280
0,MM_1,3290
0,MM_1,3300
0,MM_1,3310
0,MM_1,3320
0,MM_1,3330
0,MM_1,3340
0,MM_1,3350
0,MM_1,3360
0,MM_1,3370
0,MM_1,3380
0,MM_1,3390
0,MM_1,3400
0,MM_1,3410
0,MM_1,3420
0,MM_1,3430
0,MM_1,3440
0,MM_1,3450
0,MM_1,3460
0,MM_1,3470
0,MM_1,3480
0,MM_1,3490
0,MM_1,3500
0,MM_1,3510
0,MM_1,3520
0,MM_1,3530
0,MM_1,3540
0,MM_1,3550
0,MM_1,3560
0,MM_1,3570
0,MM_1,3580
0,MM_1,3590
0,MM_1,3600
0,MM_1,3610
0,MM_1,3620
0,MM_1,3630
0,MM_1,3640
0,MM_1,3650
0,MM_1,3660
0,MM_1,3670
0,MM_1,3680
0,MM_1,3690
0,MM_1,3700
0,MM_1,3710
0,MM_1,3720
0,MM_1,3730
0,MM_1,3740
0,MM_1,3750
0,MM_1,3760
0,MM_1,3770
0,MM_1,3780
0,MM_1,3790
0,MM_1,3800
0,MM_1,3810
0,MM_1,3820
0,MM_1,3830
0,MM_1,3840
0,MM_1,3850
0,MM_1,3860
0,MM_1,3870
0,MM_1,3880
0,MM_1,3890
0,MM_1,3900
0,MM_1,3910
0,MM_1,3920
0,MM_1,3930
0,MM_1,3940
0,MM_1,3950
0,MM_1,3960
0,MM_1,3970
0,MM_1,3980
0,MM_1,3990
0,MM_1,4000
0,MM_1,4010
0,MM_1,4020
0,MM_1,4030
0,MM_1,4040
0,MM_1,4050
0,MM_1,4060
0,MM_1,4070
0,MM_1,4080
0,MM_1,4090
0,MM_1,4100
0,MM_1,4110
0,MM_1,4120
0,MM_1,4130
0,MM_1,4140
0,MM_1,4150
0,MM_1,4160
0,MM_1,4170
0,MM_1,4180
0,MM_1,4190
0,MM_1,4200
0,MM_1,4210
0,MM_1,4220
0,MM_1,4230
0,MM_1,4240
0,MM_1,4250
0,MM_1,4260
0,MM_1,4270
0,MM_1,4280
0,MM_1,4290
0,MM_1,4300
0,MM_1,4310
0,MM_1,4320
0,MM_1,4330
0,MM_1,4340
0,MM_1,4350
0,MM_1,4360
0,MM_1,4370
0,MM_1,4380
0,MM_1,4390
0,MM_1,4400
0,MM_1,4410
0,MM_1,4420
0,MM_1,4430
0,MM_1,4440
0,MM_1,4450
0,MM_1,4460
0,MM_1,4470
0,MM_1,4480
0,MM_1,4490
0,MM_1,4500
0,MM_1,4510
0,MM_1,4520
0,MM_1,4530
0,MM_1,4540
0,MM_1,4550
0,MM_1,4560
0,MM_1,4570
0,MM_1,4580
0,MM_1,4590
0,MM_1,4600
0,MM_1,4610
0,MM_1,4620
0,MM_1,4630
0,MM_1,4640
0,MM_1,4650
0,MM_1,4660
0,MM_1,4670
0,MM_1,4680
0,MM_1,4690
0,MM_1,4700
0,MM_1,4710
0,MM_1,4720
0,MM_1,4730
0,MM_1,4740
0,MM_1,4750
0,MM_1,4760
0,MM_1,4770
0,MM_1,4780
0,MM_1,4790
0,MM_1,4800
0,MM_1,4810
0,MM_1,4820
0,MM_1,4830
0,MM_1,4840
0,MM_1,4850
0,MM_1,4860
0,MM_1,4870
0,MM_1,4880
0,MM_1,4890
0,MM_1,4900
0,MM_1,4910
0,MM_1,4920
0,MM_1,4930
0,MM_1,4940
0,MM_1,4950
0,MM_1,4960
0,MM_1,4970
0,MM_1,4980
0,MM_1,4990
0,MM_1,5000
0,MM_1,5010
0,MM_1,5020
0,MM_1,5030
0,MM_1,5040
0,MM_1,5050
0,MM_1,5060
0,MM_1,5070
0,MM_1,5080
0,MM_1,5090
0,MM_1,5100
0,MM_1,5110
0,MM_1,5120
0,MM_1,5130
0,MM_1,5140
0,MM_1,5150
0,MM_1,5160
0,MM_1,5170
0,MM_1,5180
0,MM_1,5190
0,MM_1,5200
0,MM_1,5210
0,MM_1,5220
0,MM_1,5230
0,MM_1,5240
0,MM_1,5250
0,MM_1,5260
0,MM_1,5270
0,MM_1,5280
0,MM_1,5290
0,MM_1,5300
0,MM_1,5310
0,MM_1,5320
0,MM_1,5330
0,MM_1,5340
0,MM_1,5350
0,MM_1,5360
0,MM_1,5370
0,MM_1,5380
0,MM_1,5390
0,MM_1,5400
0,MM_1,5410
0,MM_1,5420
0,MM_1,5430
0,MM_1,5440
0,MM_1,5450
0,MM_1,5460
0,MM_1,5470
0,MM_1,5480
0,MM_1,5490
0,MM_1,5500
0,MM_1,5510
0,MM_1,5520
0,MM_1,5530
0,MM_1,5540
0,MM_1,5550
0,MM_1,5560
0,MM_1,5570
0,MM_1,5580
0,MM_1,5590
0,MM_1,5600
0,MM_1,5610
0,MM_1,5620
0,MM_1,5630
0,MM_1,5640
0,MM_1,5650
0,MM_1,5660
0,MM_1,5670
0,MM_1,5680
0,MM_1,5690
0,MM_1,5700
0,MM_1,5710
0,MM_1,5720
0,MM_1,5730
0,MM_1,5740
0,MM_1,5750
0,MM_1,5760
0,MM_1,5770
0,MM_1,5780
0,MM_1,5790
0,MM_1,5800
0,MM_1,5810
0,MM_1,5820
0,MM_1,5830
0,MM_1,5840
0,MM_1,5850
0,MM_1,5860
0,MM_1,5870
0,MM_1,5880
0,MM_1,5890
0,MM_1,5900
0,MM_1,5910
0,MM_1,5920
0,MM_1,5930
0,MM_1,5940
0,MM_1,5950
0,MM_1,5960
0,MM_1,5970
0,MM_1,5980
0,MM_1,5990
0,MM_1,6000
0,MM_1,6010
0,MM_1,6020
0,MM_1,6030
0,MM_1,6040
0,MM_1,6050
0,MM_1,6060
0,MM_1,6070
0,MM_1,6080
0,MM_1,6090
0,MM_1,6100
0,MM_1,6110
0,MM_1,6120
0,MM_1,6130
0,MM_1,6140
0,MM_1,6150
0,MM_1,6160
0,MM_1,6170
0,MM_1,6180
0,MM_1,6190
0,MM_1,6200
0,MM_1,6210
0,MM_1,6220
0,MM_1,6230
0,MM_1,6240
0,MM_1,6250
0,MM_1,6260
0,MM_1,6270
0,MM_1,6280
0,MM_1,6290
0,MM_1,6300
0,MM_1,6310
0,MM_1,6320
0,MM_1,6330
0,MM_1,6340
0,MM_1,6350
0,MM_1,6360
0,MM_1,6370
0,MM_1,6380
0,MM_1,6390
0,MM_1,6400
0,MM_1,6410
0,MM_1,6420
0,MM_1,6430
0,MM_1,6440
0,MM_1,6450
0,MM_1,6460
0,MM_1,6470
0,MM_1,6480
0,MM_1,6490
0,MM_1,6500
0,MM_1,6510
0,MM_1,6520
0,MM_1,6530
0,MM_1,6540
0,MM_1,6550
0,MM_1,6560
0,MM_1,6570
0,MM_1,6580
0,MM_1,6590
0,MM_1,6600
0,MM_1,6610
0,MM_1,6620
0,MM_1,6630
0,MM_1,6640
0,MM_1,6650
0,MM_1,6660
0,MM_1,6670
0,MM_1,6680
0,MM_1,6690
0,MM_1,6700
0,MM_1,6710
0,MM_1,6720
0,MM_1,6730
0,MM_1,6740
0,MM_1,6750
0,MM_1,6760
0,MM_1,6770
0,MM_1,6780
0,MM_1,6790
0,MM_1,6800
0,MM_1,6810
0,MM_1,6820
0,MM_1,6830
0,MM_1,6840
0,MM_1,6850
0,MM_1,6860
0,MM_1,6870
0,MM_1,6880
0,MM_1,6890
0,MM_1,6900
0,MM_1,6910
0,MM_1,6920
0,MM_1,6930
0,MM_1,6940
0,MM_1,6950
0,MM_1,6960
0,MM_1,6970
0,MM_1,6980
0,MM_1,6990
0,MM_1,7000
0,MM_1,7010
0,MM_1,7020
0,MM_1,7030
0,MM_1,7040
0,MM_1,7050
0,MM_1,7060
0,MM_1,7070
0,MM_1,7080
0,MM_1,7090
0,MM_1,7100
0,MM_1,7110
0,MM_1,7120
0,MM_1,7130
0,MM_1,7140
0,MM_1,7150
0,MM_1,7160
0,MM_1,7170
0,MM_1,7180
0,MM_1,7190
0,MM_1,7200
0,MM_1,7210
0,MM_1,7220
0,MM_1,7230
0,MM_1,7240
0,MM_1,7250
0,MM_1,7260
0,MM_1,7270
0,MM_1,7280
0,MM_1,7290
0,MM_1,7300
0,MM_1,7310
0,MM_1,7320
0,MM_1,7330
0,MM_1,7340
0,MM_1,7350
0,MM_1,7360
0,MM_1,7370
0,MM_1,7380
0,MM_1,7390
0,MM_1,7400
0,MM_1,7410
0,MM_1,7420
0,MM_1,7430
0,MM_1,7440
0,MM_1,7450
0,MM_1,7460
0,MM_1,7470
0,MM_1,7480
0,MM_1,7490
0,MM_1,7500
0,MM_1,7510
0,MM_1,7520
0,MM_1,7530
0,MM_1,7540
0,MM_1,7550
0,MM_1,7560
0,MM_1,7570
0,MM_1,7580
0,MM_1,7590
0,MM_1,7600
0,MM_1,7610
0,MM_1,7620
0,MM_1,7630
0,MM_1,7640
0,MM_1,7650
0,MM_1,7660
0,MM_1,7670
0,MM_1,7680
0,MM_1,7690
0,MM_1,7700
0,MM_1,7710
0,MM_1,7720
0,MM_1,7730
0,MM_1,7740
0,MM_1,7750
0,MM_1,7760
0,MM_1,7770
0,MM_1,7780
0,MM_1,7790
0,MM_1,7800
0,MM_1,7810
0,MM_1,7820
0,MM_1,7830
0,MM_1,7840
0,MM_1,7850
0,MM_1,7860
0,MM_1,7870
0,MM_1,7880
0,MM_1,7890
0,MM_1,7900
0,MM_1,7910
0,MM_1,7920
0,MM_1,7930
0,MM_1,7940
0,MM_1,7950
0,MM_1,7960
0,MM_1,7970
0,MM_1,7980
0,MM_1,7990
0,MM_1,8000
0,MM_1,8010
0,MM_1,8020
0,MM_1,8030
0,MM_1,8040
0,MM_1,8050
0,MM_1,8060
0,MM_1,8070
0,MM_1,8080
0,MM_1,8090
0,MM_1,8100
0,MM_1,8110
0,MM_1,8120
0,MM_1,8130
0,MM_1,8140
0,MM_1,8150
0,MM_1,8160
0,MM_1,8170
0,MM_1,8180
0,MM_1,8190
0,MM_1,8200
0,MM_1,8210
0,MM_1,8220
0,MM_1,8230
0,MM_1,8240
0,MM_1,8250
0,MM_1,8260
0,MM_1,8270
0,MM_1,8280
0,MM_1,8290
0,MM_1,8300
0,MM_1,8310
0,MM_1,8320
0,MM_1,8330
0,MM_1,8340
0,MM_1,8350
0,MM_1,8360
0,MM_1,8370
0,MM_1,8380
0,MM_1,8390
0,MM_1,8400
0,MM_1,8410
0,MM_1,8420
0,MM_1,8430
0,MM_1,8440
0,MM_1,8450
0,MM_1,8460
0,MM_1,8470
0,MM_1,8480
0,MM_1,8490
0,MM_1,8500
0,MM_1,8510
0,MM_1,8520
0,MM_1,8530
0,MM_1,8540
0,MM_1,8550
0,MM_1,8560
0,MM_1,8570
0,MM_1,8580
0,MM_1,8590
0,MM_1,8600
0,MM_1,8610
0,MM_1,8620
0,MM_1,8630
0,MM_1,8640
0,MM_1,8650
0,MM_1,8660
0,MM_1,8670
0,MM_1,8680
0,MM_1,8690
0,MM_1,8700
0,MM_1,8710
0,MM_1,8720
0,MM_1,8730
0,MM_1,8740
0,MM_1,8750
0,MM_1,8760
0,MM_1,8770
0,MM_1,8780
0,MM_1,8790
0,MM_1,8800
0,MM_1,8810
0,MM_1,8820
0,MM_1,8830
0,MM_1,8840
0,MM_1,8850
0,MM_1,8860
0,MM_1,8870
0,MM_1,8880
0,MM_1,8890
0,MM_1,8900
0,MM_1,8910
0,MM_1,8920
0,MM_1,8930
0,MM_1,8940
0,MM_1,8950
0,MM_1,8960
0,MM_1,8970
0,MM_1,8980
0,MM_1,8990
0,MM_1,9000
0,MM_1,9010
0,MM_1,9020
0,MM_1,9030
0,MM_1,9040
0,MM_1,9050
0,MM_1,9060
0,MM_1,9070
0,MM_1,9080
0,MM_1,9090
0,MM_1,9100
0,MM_1,9110
0,MM_1,9120
0,MM_1,9130
0,MM_1,9140
0,MM_1,9150
0,MM_1,9160
0,MM_1,9170
0,MM_1,9180
0,MM_1,9190
0,MM_1,9200
0,MM_1,9210
0,MM_1,9220
0,MM_1,9230
0,MM_1,9240
0,MM_1,9250
0,MM_1,9260
0,MM_1,9270
0,MM_1,9280
0,MM_1,9290
0,MM_1,9300
0,MM_1,9310
0,MM_1,9320
0,MM_1,9330
0,MM_1,9340
0,MM_1,9350
0,MM_1,9360
0,MM_1,9370
0,MM_1,9380
0,MM_1,9390
0,MM_1,9400
0,MM_1,9410
0,MM_1,9420
0,MM_1,9430
0,MM_1,9440
0,MM_1,9450
0,MM_1,9460
0,MM_1,9470
0,MM_1,9480
0,MM_1,9490
0,MM_1,9500
0,MM_1,9510
0,MM_1,9520
0,MM_1,9530
0,MM_1,9540
0,MM_1,9550
0,MM_1,9560
0,MM_1,9570
0,MM_1,9580
0,MM_1,9590
0,MM_1,9600
0,MM_1,9610
0,MM_1,9620
0,MM_1,9630
0,MM_1,9640
0,MM_1,9650
0,MM_1,9660
0,MM_1,9670
0,MM_1,9680
0,MM_1,9690
0,MM_1,9700
0,MM_1,9710
0,MM_1,9720
0,MM_1,9730
0,MM_1,9740
0,MM_1,9750
0,MM_1,9760
0,MM_1,9770
0,MM_1,9780
0,MM_1,9790
0,MM_1,9800
0,MM_1,9810
0,MM_1,9820
0,MM_1,9830
0,MM_1,9840
0,MM_1,9850
0,MM_1,9860
0,MM_1,9870
0,MM_1,9880
0,MM_1,9890
0,MM_1,9900
0,MM_1,9910
0,MM_1,9920
0,MM_1,9930
0,MM_1,9940
0,MM_1,9950
0,MM_1,9960
0,MM_1,9970
0,MM_1,9980
0,MM_1,9990
0,MM_1,10000
0,MM_1,10010
0,MM_1,10020
0,MM_1,10030
0,MM_1,10040
0,MM_1,10050
0,MM_1,10060
0,MM_1,10070
0,MM_1,10080
0,MM_1,10090
0,MM_1,10100
0,MM_1,10110
0,MM_1,10120
0,MM_1,10130
0,MM_1,10140
0,MM_1,10150
0,MM_1,10160
0,MM_1,10170
0,MM_1,10180
0,MM_1,10190
0,MM_1,10200
0,MM_1,10210
0,MM_1,10220
0,MM_1,10230
0,MM_1,10240
0,MM_1,10250
0,MM_1,10260
0,MM_1,10270
0,MM_1,10280
0,MM_1,10290
0,MM_1,10300
0,MM_1,10310
0,MM_1,10320
0,MM_1,10330
0,MM_1,10340
0,MM_1,10350
0,MM_1,10360
0,MM_1,10370
0,MM_1,10380
0,MM_1,10390
0,MM_1,10400
0,MM_1,10410
0,MM_1,10420
0,MM_1,10430
0,MM_1,10440
0,MM_1,10450
0,MM_1,10460
0,MM_1,10470
0,MM_1,10480
0,MM_1,10490
0,MM_1,10500
0,MM_1,10510
0,MM_1,10520
0,MM_1,10530
0,MM_1,10540
0,MM_1,10550
0,MM_1,10560
0,MM_1,10570
0,MM_1,10580
0,MM_1,10590
0,MM_1,10600
0,MM_1,10610
0,MM_1,10620
0,MM_1,10630
0,MM_1,10640
0,MM_1,10650
0,MM_1,10660
0,MM_1,10670
0,MM_1,10680
0,MM_1,10690
0,MM_1,10700
0,MM_1,10710
0,MM_1,10720
0,MM_1,10730
0,MM_1,10740
0,MM_1,10750
0,MM_1,10760
0,MM_1,10770
0,MM_1,10780
0,MM_1,10790
0,MM_1,10800
0,MM_1,10810
0,MM_1,10820
0,MM_1,10830
0,MM_1,10840
0,MM_1,10850
0,MM_1,10860
0,MM_1,10870
0,MM_1,10880
0,MM_1,10890
0,MM_1,10900
0,MM_1,10910
0,MM_1,10920
0,MM_1,10930
0,MM_1,10940
0,MM_1,10950
0,MM_1,10960
0,MM_1,10970
0,MM_1,10980
0,MM_1,10990
0,MM_1,11000
0,MM_1,11010
0,MM_1,11020
0,MM_1,11030
0,MM_1,11040
0,MM_1,11050
0,MM_1,11060
0,MM_1,11070
0,MM_1,11080
0,MM_1,11090
0,MM_1,11100
0,MM_1,11110
0,MM_1,11120
0,MM_1,11130
0,MM_1,11140
0,MM_1,11150
0,MM_1,11160
0,MM_1,11170
0,MM_1,11180
0,MM_1,11190
0,MM_1,11200
0,MM_1,11210
0,MM_1,11220
0,MM_1,11230
0,MM_1,11240
0,MM_1,11250
0,MM_1,11260
0,MM_1,11270
0,MM_1,11280
0,MM_1,11290
0,MM_1,11300
0,MM_1,11310
0,MM_1,11320
0,MM_1,11330
0,MM_1,11340
0,MM_1,11350
0,MM_1,11360
0,MM_1,11370
0,MM_1,11380
0,MM_1,11390
0,MM_1,11400
0,MM_1,11410
0,MM_1,11420
0,MM_1,11430
0,MM_1,11440
0,MM_1,11450
0,MM_1,11460
0,MM_1,11470
0,MM_1,11480
0,MM_1,11490
0,MM_1,11500
0,MM_1,11510
0,MM_1,11520
0,MM_1,11530
0,MM_1,11540
0,MM_1,11550
0,MM_1,11560
0,MM_1,11570
0,MM_1,11580
0,MM_1,11590
0,MM_1,11600
0,MM_1,11610
0,MM_1,11620
0,MM_1,11630
0,MM_1,11640
0,MM_1,11650
0,MM_1,11660
0,MM_1,11670
0,MM_1,11680
0,MM_1,11690
0,MM_1,11700
0,MM_1,11710
0,MM_1,11720
0,MM_1,11730
0,MM_1,11740
0,MM_1,11750
0,MM_1,11760
0,MM_1,11770
0,MM_1,11780
0,MM_1,11790
0,MM_1,11800
0,MM_1,11810
0,MM_1,11820
0,MM_1,11830
0,MM_1,11840
0,MM_1,11850
0,MM_1,11860
0,MM_1,11870
0,MM_1,11880
0,MM_1,11890
0,MM_1,11900
0,MM_1,11910
0,MM_1,11920
0,MM_1,11930
0,MM_1,11940
0,MM_1,11950
0,MM_1,11960
0,MM_1,11970
0,MM_1,11980
0,MM_1,11990
0,MM_1,12000
0,MM_1,12010
0,MM_1,12020
1,MM_1,12040
1,MM_1,12050
1,MM_1,12060
1,MM_1,12070
1,MM_1,12080
1,MM_1,12090
1,MM_1,12100
1,MM_1,12110
1,MM_1,12120
1,MM_1,12130
1,MM_1,12140
1,MM_1,12150
1,MM_1,12160
1,MM_1,12170
1,MM_1,12180
1,MM_1,12190
1,MM_1,12200
1,MM_1,12210
1,MM_1,12220
1,MM_1,12230
1,MM_1,12240
1,MM_1,12250
1,MM_1,12260
1,MM_1,12270
1,MM_1,12280
1,MM_1,12290
1,MM_1,12300
1,MM_1,12310
1,MM_1,12320
1,MM_1,12330
1,MM_1,12340
1,MM_1,12350
1,MM_1,12360
1,MM_1,12370
1,MM_1,12380
1,MM_1,12390
1,MM_1,12400
1,MM_1,12410
1,MM_1,12420
1,MM_1,12430
1,MM_1,12440
1,MM_1,12450
1,MM_1,12460
1,MM_1,12470
1,MM_1,12480
1,MM_1,12490
1,MM_1,12500
1,MM_1,12510
1,MM_1,12520
1,MM_1,12530
1,MM_1,12540
1,MM_1,12550
1,MM_1,12560
3,MM_1,12580
3,MM_1,12590
3,MM_1,12600
3,MM_1,12610
3,MM_1,12620
3,MM_1,12630
3,MM_1,12640
3,MM_1,12650
3,MM_1,12660
3,MM_1,12670
3,MM_1,12680
3,MM_1,12690
3,MM_1,12700
3,MM_1,12710
3,MM_1,12720
3,MM_1,12730
3,MM_1,12740
3,MM_1,12750
3,MM_1,12760
3,MM_1,12770
3,MM_1,12780
3,MM_1,12790
3,MM_1,12800
3,MM_1,12810
3,MM_1,12820
3,MM_1,12830
3,MM_1,12840
3,MM_1,12850
3,MM_1,12860
3,MM_1,12870
3,MM_1,12880
3,MM_1,12890
3,MM_1,12900
3,MM_1,12910
3,MM_1,12920
3,MM_1,12930
3,MM_1,12940
3,MM_1,12950
3,MM_1,12960
3,MM_1,12970
3,MM_1,12980
3,MM_1,12990
3,MM_1,13000
3,MM_1,13010
3,MM_1,13020
3,MM_1,13030
3,MM_1,13040
3,MM_1,13050
3,MM_1,13060
3,MM_1,13070
3,MM_1,13080
3,MM_1,13090
3,MM_1,13100
3,MM_1,13110
3,MM_1,13120
3,MM_1,13130
3,MM_1,13140
3,MM_1,13150
0,MM_2,0
0,MM_2,10
0,MM_2,20
0,MM_2,30
0,MM_2,40
0,MM_2,50
0,MM_2,60
0,MM_2,70
0,MM_2,80
0,MM_2,90
0,MM_2,100
0,MM_2,110
0,MM_2,120
0,MM_2,130
0,MM_2,140
0,MM_2,150
0,MM_2,160
0,MM_2,170
0,MM_2,180
0,MM_2,190
0,MM_2,200
0,MM_2,210
0,MM_2,220
0,MM_2,230
0,MM_2,240
0,MM_2,250
0,MM_2,260
0,MM_2,270
0,MM_2,280
0,MM_2,290
0,MM_2,300
0,MM_2,310
0,MM_2,320
0,MM_2,330
0,MM_2,340
0,MM_2,350
0,MM_2,360
0,MM_2,370
0,MM_2,380
0,MM_2,390
0,MM_2,400
0,MM_2,410
0,MM_2,420
0,MM_2,430
0,MM_2,440
0,MM_2,450
0,MM_2,460
0,MM_2,470
0,MM_2,480
0,MM_2,490
0,MM_2,500
0,MM_2,510
0,MM_2,520
0,MM_2,530
0,MM_2,540
0,MM_2,550
0,MM_2,560
0,MM_2,570
0,MM_2,580
0,MM_2,590
0,MM_2,600
0,MM_2,610
0,MM_2,620
0,MM_2,630
0,MM_2,640
0,MM_2,650
0,MM_2,660
0,MM_2,670
0,MM_2,680
0,MM_2,690
0,MM_2,700
0,MM_2,710
0,MM_2,720
0,MM_2,730
0,MM_2,740
0,MM_2,750
0,MM_2,760
0,MM_2,770
0,MM_2,780
0,MM_2,790
0,MM_2,800
0,MM_2,810
0,MM_2,820
0,MM_2,830
0,MM_2,840
0,MM_2,850
0,MM_2,860
0,MM_2,870
0,MM_2,880
0,MM_2,890
0,MM_2,900
0,MM_2,910
0,MM_2,920
0,MM_2,930
0,MM_2,940
0,MM_2,950
0,MM_2,960
0,MM_2,970
0,MM_2,980
0,MM_2,990
0,MM_2,1000
0,MM_2,1010
0,MM_2,1020
0,MM_2,1030
